Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Left_3.started,Videoshowstart,Videoshowstop,VideoshowRT,response_2.keys,response_2.corr,key_skip_2.keys,total_score,Dot_ratio,current_score,response_2.rt,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,0,2,2,0,,,,,0,0,0,1,,,,,,,,236.25747410000076,230.7766448000002,231.68058980000023,0.9039450000000215,right,1,None,-17,57:43,1,0.878281599998445,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,1,0,1,0,0,0,0,0,0,3,3,3,,,,,0,0,0,1,,,,,,,,241.06710940000085,235.58626520000144,236.38061019999986,0.7943449999984296,left,1,None,-16,57:43,1,0.7729598999994778,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,1,0,4,0,,,,,0,0,0,1,,,,,,,,245.81210760000067,240.3312593999999,241.4303028000013,1.099043400001392,left,0,None,-18,57:43,-2,1.0676934999992227,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,1,0,1,0,0,0,0,0,1,1,5,3,,,,,0,0,0,1,,,,,,,,250.79867800000102,245.31790170000022,246.04710420000083,0.7292025000006106,left,1,None,-17,57:43,1,0.712687699997332,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,1,2,6,2,,,,,0,0,0,1,,,,,,,,255.48632030000044,250.00546700000086,251.047010100001,1.0415431000001263,right,0,None,-19,57:43,-2,1.0247686000002432,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,1,0,1,0,0,0,0,0,1,3,7,1,,,,,0,0,0,1,,,,,,,,260.44655390000116,254.96568620000107,255.7805958000008,0.8149095999997371,left,0,None,-21,57:43,-2,0.793469999998706,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,,,,,0,0,0,2,0,0,0,1,,,,,,,,,259.69798600000104,260.83048830000007,1.1325022999990324,,,,-20,54:46,1,,left,1,1.1008593999995355,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,1,0,1,0,0,0,0,0,,,,,0,1,1,3,0,0,0,1,,,,,,,,,264.77346390000093,265.6806041,0.9071401999990485,,,,-22,54:46,-2,,right,0,0.8743783999998413,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,1,0,1,0,0,0,0,0,,,,,0,2,2,1,0,0,0,1,,,,,,,,,269.64370229999986,270.4139843000012,0.7702820000013162,,,,-24,54:46,-2,,left,0,0.7476577999987057,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,,,,,0,3,3,0,0,0,0,1,,,,,,,,,274.35597469999993,275.48046010000144,1.1244854000015039,,,,-26,54:46,-2,,left,0,1.106966099998317,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,,,,,1,0,4,2,0,0,0,1,,,,,,,,,279.39234510000097,280.58046230000036,1.1881171999993967,,,,-25,54:46,1,,left,1,1.1674698999995599,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,1,0,1,0,0,0,0,0,,,,,1,1,5,1,0,0,0,1,,,,,,,,,284.5066708000013,285.3638654000006,0.8571945999992749,,,,-24,54:46,1,,right,1,0.8277996999986499,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,1,0,1,0,0,0,0,0,,,,,1,2,6,3,0,0,0,1,,,,,,,,,289.26353070000005,290.04759190000004,0.7840611999999965,,,,-26,54:46,-2,,right,0,0.7602023999988887,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,,,,,1,3,7,0,0,0,0,1,,,,,,,,,293.93697450000036,295.1637064000006,1.2267319000002317,,,,-28,54:46,-2,,left,0,1.2071611999981542,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,301.7780410000014,301.7780410000014,301.7780410000014,301.7780410000014,space,2.6776003999984823,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,0,0,0,0,,,,,0,0,0,2,,,,,,,,307.26433590000124,301.78354430000036,302.8471571000009,1.0636128000005556,left,0,None,-30,57:43,-2,1.0399090999981127,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,2,0,2,0,0,0,0,1,0,1,1,1,,,,,0,0,0,2,,,,,,,,312.2354647000011,306.7545817000009,307.7305969000008,0.9760151999998925,None,0,None,-32,57:43,-2,,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,0,2,2,2,,,,,0,0,0,2,,,,,,,,317.11578980000013,311.6349530000007,312.54793470000004,0.9129816999993636,left,1,None,-31,57:43,1,0.891695799997251,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,2,0,2,0,0,0,0,1,0,3,3,3,,,,,0,0,0,2,,,,,,,,321.953912500001,316.47311290000107,317.2973114000015,0.8241985000004206,left,1,None,-30,57:43,1,0.7979932999987795,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,1,0,4,2,,,,,0,0,0,2,,,,,,,,326.68044400000144,321.1996136000016,322.0970948000013,0.8974811999996746,left,1,None,-29,57:43,1,0.879696399997556,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,2,0,2,0,0,0,0,1,1,1,5,1,,,,,0,0,0,2,,,,,,,,331.47700280000026,325.99618270000065,326.9639136000005,0.9677308999998786,None,0,None,-31,57:43,-2,,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,2,0,2,0,0,0,0,1,1,2,6,3,,,,,0,0,0,2,,,,,,,,336.3644680000016,330.88363540000137,331.5973858000016,0.7137504000002082,left,1,None,-30,57:43,1,0.6923320999976568,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,1,3,7,0,,,,,0,0,0,2,,,,,,,,341.0393174000001,335.55848400000104,336.6139357000011,1.0554517000000487,right,1,None,-29,57:43,1,1.0241555999982666,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,,,,,0,0,0,0,0,0,0,2,,,,,,,,,340.53061190000153,341.61383340000066,1.0832214999991265,,,,-31,54:46,-2,,left,0,1.0608541000001424,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,2,0,2,0,0,0,0,1,,,,,0,1,1,1,0,0,0,2,,,,,,,,,345.52633480000077,346.31397930000094,0.7876445000001695,,,,-30,54:46,1,,right,1,0.7702273999984754,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,,,,,0,2,2,2,0,0,0,2,,,,,,,,,350.2024557000004,351.0975939,0.8951381999995647,,,,-29,54:46,1,,left,1,0.8774814999997034,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,2,0,2,0,0,0,0,1,,,,,0,3,3,3,0,0,0,2,,,,,,,,,355.00695090000045,355.8142065000011,0.8072556000006443,,,,-28,54:46,1,,left,1,0.7840415999999095,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,2,0,2,0,0,0,0,1,,,,,1,0,4,3,0,0,0,2,,,,,,,,,359.717042100001,360.4140271000015,0.6969850000004953,,,,-30,54:46,-2,,right,0,0.6653351999975712,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,2,0,2,0,0,0,0,1,,,,,1,1,5,1,0,0,0,2,,,,,,,,,364.32653420000133,365.1976169999998,0.8710827999984758,,,,-32,54:46,-2,,left,0,0.8400793999990128,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,,,,,1,2,6,2,0,0,0,2,,,,,,,,,369.1220495000016,370.4806997000014,1.358650199999829,,,,-31,54:46,1,,left,1,1.333211699997264,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,2,0,2,0,0,0,0,1,,,,,1,3,7,0,0,0,0,2,,,,,,,,,374.39668429999983,375.46391720000065,1.0672329000008176,,,,-30,54:46,1,,right,1,1.043460499999128,None,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,2,0,2,0,0,0,0,1,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,382.1232025999998,382.1232025999998,382.1232025999998,382.1232025999998,space,5.260938899999019,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1s.jpg,3,0,3,0,0,0,0,0,0,0,0,1,,,,,0,0,0,3,,,,,,,,390.19482190000053,384.7140483000003,385.54759900000136,0.8335507000010693,right,1,None,-29,57:43,1,0.8134743999980856,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1.5s.jpg,3,0,3,0,0,0,0,0,0,1,1,2,,,,,0,0,0,3,,,,,,,,394.9908180000002,389.50998320000144,390.4974232000004,0.9874399999989691,right,0,None,-31,57:43,-2,0.9611759999988863,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_1s.jpg,3,0,3,0,0,0,0,0,0,2,2,3,,,,,0,0,0,3,,,,,,,,399.871879100001,394.3911822000009,395.24743450000096,0.856252300000051,left,1,None,-30,57:43,1,0.8241151999991416,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
Countdown_1.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_1.5s.jpg,3,0,3,0,0,0,0,0,0,3,3,0,,,,,0,0,0,3,,,,,,,,404.62642760000017,399.1456883999999,400.11426550000033,0.9685771000004024,right,1,None,-29,57:43,1,0.942318699999305,,,,,,,,,,,,,Rachel,1 - without skip,"57:43, 54:46","1.5s, 1.0s",2023-07-20_16h26.29.600,Rewa's Exp,2023.1.2,60.05883363350552,
